turn,utterance,emotion,act,hat,dialogue_id,topic
7,The color and style are consistent with the sample . Great !,happiness,inform,yellow,10476,Work
0,"Well , it was nice meeting you .",happiness,inform,yellow,4859,Relationship
9,"People who are honest , dedicated to their work and have integrity .",no_emotion,inform,yellow,10460,Work
5,"I maintain that the most important thing is having good friends . A person can't live all by himself . A friend in need is a friend indeed . So the more really close friends I have , the happier I am .",no_emotion,inform,yellow,10460,Work
12,"Oh , it's no problem.It ' s OK.You know , it only happened once .",happiness,inform,yellow,4244,Attitude_Emotion
1,I ’ m glad you like them . Happy birthday !,happiness,inform,yellow,4851,Relationship
1,"Yes , of course . This is a really wonderful party with interesting people and great food .",happiness,inform,yellow,4839,Relationship
2,But that should not be the reason for you to lose heart .,no_emotion,inform,yellow,4234,Attitude_Emotion
9,The most important is that it is very convenient . You know you can browse the website and send E-mails to your customers at any time . Even you can have e-contract with your regular customers .,no_emotion,inform,yellow,10483,Work
4,Wish him to be healthy soon . __eou__,no_emotion,inform,yellow,4240,Attitude_Emotion
7,Much better . I will definitely go to the airport to meet you .,no_emotion,commissive,yellow,10437,Work
9,"Yes , I'd like to give it a try .",happiness,commissive,yellow,10620,Work
1,"I enjoyed myself , too .",happiness,inform,yellow,4832,Relationship
1,I'm looking forward to going to America .,happiness,inform,yellow,4828,Relationship
0,This is our best product .,no_emotion,inform,yellow,10490,Work
0,Look ! The girl is so beautiful and she is smiling at me . She is lovely .,happiness,inform,yellow,4221,Attitude_Emotion
5,Yes . It ’ s easy and convenient to use a computer . But it takes a long time to really master it . __eou__,happiness,inform,yellow,4853,Relationship
7,"Yes , I would call three of my former classmates really close friends . We often get together and talk with each other . Whenever I counter difficulties , they are always ready to give me a hand .",no_emotion,inform,yellow,10460,Work
5,"Yes , I ’ d love another glass . You ’ re a wonderful host . Thank you for everything .",happiness,commissive,yellow,4839,Relationship
13,I am glad we've straightened everything out . __eou__,happiness,inform,yellow,4244,Attitude_Emotion
13,Let's rock n ' roll . __eou__,no_emotion,directive,yellow,10475,Work
2,I ’ m glad you are enjoying yourself .,happiness,inform,yellow,4839,Relationship
0,My granny is such a kind-hearted person . She is willing to help .,happiness,inform,yellow,4224,Attitude_Emotion
0,"Beautiful weather , isn ’ t it ?",happiness,question,yellow,4878,Relationship
2,I hope you like it .,happiness,inform,yellow,4265,Attitude_Emotion
3,"Yes , I'm really excited . __eou__",happiness,inform,yellow,4246,Attitude_Emotion
0,Your PC is so amazing . Are you doing trade on internet ?,no_emotion,question,yellow,10483,Work
10,I was hoping to get a few new ties for my collection .,no_emotion,inform,yellow,4260,Attitude_Emotion
1,It was exciting ! __eou__,happiness,inform,yellow,4870,Relationship
2,It's very nice.It goes well with your skirt .,happiness,inform,yellow,4242,Attitude_Emotion
2,"Oh , you look stunning . Your dress really goes well with your shoes .",happiness,inform,yellow,4260,Attitude_Emotion
1,Sarah and I could see eye to eye with each other .,happiness,inform,yellow,4218,Attitude_Emotion
1,"How do you do , Ms . Yang.You speak very good English .",happiness,inform,yellow,4245,Attitude_Emotion
0,"Mike , these flowers are just gorgeous .",happiness,inform,yellow,4851,Relationship
0,Don ’ t be worried . Please sit down and take it easy .,no_emotion,directive,yellow,4231,Attitude_Emotion
3,That ’ s great . Thanks for the ride . I really appreciate 1 it . You know my car is still in the shop .,no_emotion,commissive,yellow,10479,Work
3,You ’ ll exert all your energy and get out of it . __eou__,no_emotion,inform,yellow,4223,Attitude_Emotion
4,Later this month . I can't wait !,happiness,inform,yellow,10482,Work
6,It ’ s my pleasure having you here . __eou__,happiness,inform,yellow,4839,Relationship
4,"I'm sure it will , if we are appointed your agent . Your garments are attractive , and we , a well-established importer with multiple sales channels , can boost the sales .",no_emotion,directive,yellow,10487,Work
6,I couldn ’ t agree more .,happiness,commissive,yellow,4878,Relationship
7,Wonderful . Thank you very much . I have been dreaming to work with your company and I am finally granted the great opportunity . I won ’ t let you down and I hope you will contact me when you have any questions .,happiness,commissive,yellow,10622,Work
4,"I forgot to bring it , but maybe Mary has some . Let's go and ask her . __eou__",no_emotion,inform,yellow,4877,Relationship
3,Come over and visit when you have time .,happiness,directive,yellow,4852,Relationship
1,"Yes , I hope we meet again .",happiness,inform,yellow,4859,Relationship
1,I am very active and energetic . I approach things enthusiastically and I don't like leaving them half done .,no_emotion,inform,yellow,10460,Work
3,"Oh , great ! I love it ! You know I've been expecting this for a long time .",happiness,inform,yellow,4854,Relationship
3,"I am quite outgoing , I think . I enjoy mixing and doing things with other people .",no_emotion,inform,yellow,10460,Work
6,You certainly deserve it . Let's celebrate ! __eou__,happiness,inform,yellow,4880,Relationship
8,Your typing and stenography are pretty good . Would you be interested in applying for the job ?,no_emotion,directive,yellow,10620,Work
4,Don't mention it . It ’ s my pleasure .,no_emotion,inform,yellow,10479,Work
1,"Hi , Andy . I'm Judy . It's nice meeting you .",happiness,inform,yellow,4852,Relationship
6,I can ’ t wait to go there myself . __eou__,happiness,inform,yellow,4879,Relationship
3,"Congratulations , I hope everything works out . __eou__",happiness,inform,yellow,4857,Relationship
3,Do you think it will help if we appoint a local agent ?,no_emotion,question,yellow,10487,Work
2,"That sounds like a lot of fun . Did you go swimming , too ?",happiness,question,yellow,4879,Relationship
1,Not bad at all . __eou__,no_emotion,inform,yellow,4838,Relationship
3,Well . I hope there won't be such things .,no_emotion,commissive,yellow,10617,Work
3,Really ? I can't believe it . It's like a dream come true . I never expected that I would win The Nobel Prize !,surprise,inform,yellow,4880,Relationship
2,Let's shake on it .,no_emotion,directive,yellow,10435,Work
1,"Well done , Fred . Do you know something useful for our promotion for our I-series ?",no_emotion,question,yellow,10615,Work
1,"Fine , thanks . How about you ? __eou__",happiness,question,yellow,4848,Relationship
0,What a wonderful party ! I had a good time . How about you ?,happiness,question,yellow,4832,Relationship
4,I understand that . But I think maybe it's not a date . You are taking the matter too much to heart .,no_emotion,inform,yellow,4212,Attitude_Emotion
1,Wow ! I'm so happy for you . __eou__,happiness,inform,yellow,4865,Relationship
17,"Listen , Carol . Don't let this bother you too much.Probably it's nothing . Just keep your eyes open when you go out.If you see him a third time , and if he follows you again , then I think we should go to the police.But for now , just try not to worry .",no_emotion,directive,yellow,4250,Attitude_Emotion
3,Think a little . I think he means well at the bottom of his heart . __eou__,no_emotion,inform,yellow,4213,Attitude_Emotion
1,It's too good to be true . __eou__,happiness,inform,yellow,4255,Attitude_Emotion
3,Good . __eou__,no_emotion,inform,yellow,10490,Work
8,"You know , we are superior to other clothes companies .",no_emotion,inform,yellow,10476,Work
4,Our prices compare favorably with those offered by other manufactures either in Europe or anywhere else . Here are our latest price lists . You will see that our prices are very attractive .,no_emotion,inform,yellow,10488,Work
0,Your silk garments have aroused much interest in our country ever since our first order was put on the market . We have no doubt we can do better this year if you appoint us your sales agent .,no_emotion,directive,yellow,10487,Work
1,Oh ! What a beautiful dress ! It fits you so well.You look so charming in the dress .,happiness,inform,yellow,4249,Attitude_Emotion
4,You did a good job . I'm extremely proud of you .,happiness,inform,yellow,4880,Relationship
3,Of course . Mary is our most experienced member . __eou__,no_emotion,inform,yellow,10465,Work
4,Not at all.This dress certainly shows your good taste .,happiness,inform,yellow,4242,Attitude_Emotion
4,I can assure you that such a thing today will never happen again in future delivery . We have made the plan to improve the package of our exported goods . __eou__,no_emotion,directive,yellow,10617,Work
2,"Sure , I'll give you a call .",happiness,inform,yellow,4859,Relationship
2,Then stay away . No one is keeping you from doing that .,no_emotion,inform,green,4164,Attitude_Emotion
4,She ’ s your sister.What she asked was only duck soup for you.Why can ’ t you be good to her ?,anger,question,green,4220,Attitude_Emotion
2,Would you like to play tennis with me ?,happiness,directive,green,4847,Relationship
9,"Well , the only thing you can do is tell the phone company and hope they fix it fast .",no_emotion,inform,green,4247,Attitude_Emotion
9,How about recommending him to use the storage room down the hall ?,no_emotion,directive,green,10475,Work
6,Consult your bank and see if they will reduce the required deposit to a minimum . __eou__,no_emotion,directive,green,10491,Work
2,"The first problem is supposed to be solved after the investigation . About the second problem , I admit it's our fault , so we will exchange all merchandise that falls short of our sample .",no_emotion,directive,green,10617,Work
5,"Deeper , softer , none of your twittering larks . I would banish nightingales from her garden before they interrupted her song .",happiness,inform,green,4258,Attitude_Emotion
12,"Come to think of it , you may be on to something . Let ’ s go have a look .",no_emotion,directive,green,10475,Work
8,"You know what.The theater guild is supposed to call me and discuss a contract for my play.They are supposed to call me this evening.If I don't have a phone . Oh , what can I do ?",no_emotion,inform,green,4247,Attitude_Emotion
1,Good idea . We can finish this project the first thing tomorrow morning .,no_emotion,commissive,green,10479,Work
1,Why don't you ask your husband to help you with it ?,no_emotion,question,green,4207,Attitude_Emotion
5,What about Saturday ?,no_emotion,directive,green,4850,Relationship
0,"What do you say to eating out , Maggie ?",happiness,directive,green,4831,Relationship
1,It's no use arguing the toss .,no_emotion,inform,green,4229,Attitude_Emotion
13,"Actually , I don't think you can call the police . Not yet at least.He hasn't done anything . And probably the police will just ignore it.But if anything happens again , then maybe you should call .",no_emotion,inform,green,4250,Attitude_Emotion
0,"Sam , we are hard up for the everyday expenses . When can you find a job .",no_emotion,question,green,4225,Attitude_Emotion
2,I ’ m just coming for that .,no_emotion,commissive,green,4220,Attitude_Emotion
2,"OK , Let me see . I suppose we must strengthen our promotion , because our brand is still new to some consumers . Maybe we should start our advertising program with our local and overseas distributors simultaneously , because they stand on a better position for selecting the best ways to advertise in market places . Besides , the advertisement fund can encourage them to spend more attention on advertising our products .",no_emotion,directive,green,10615,Work
8,I don't know . I feel like going out .,no_emotion,inform,green,4251,Attitude_Emotion
2,I must apologize . I'll buy you a new one tomorrow .,sadness,inform,green,4266,Attitude_Emotion
2,Sure thing . Do you want me to give you a ride home ?,no_emotion,directive,green,10479,Work
3,"Okay , I'll speak to him . __eou__",no_emotion,inform,green,10474,Work
3,That is a good idea to start with . I also think the mass media is also a good approach for advertising .,no_emotion,directive,green,10615,Work
14,"Yes , I do.At Ann's house I will call the phone company and have them check my line.If they can fix it right away without coming to my house , then we'll just return here.But if not , I need to wait at Ann's house to talk with the theater guild.It ' s very important to me .",no_emotion,inform,green,4247,Attitude_Emotion
2,But you should avoid finger-pointing when you haven ’ t got the real facts .,no_emotion,directive,green,4231,Attitude_Emotion
7,"I was just there a couple of days ago . You know , you should go down there too . They have a lot of stylish clothes on sale .",no_emotion,inform,green,4260,Attitude_Emotion
2,"Well , you should have thought .",no_emotion,inform,green,4259,Attitude_Emotion
7,Did he leave when you left ?,no_emotion,question,green,4250,Attitude_Emotion
3,Her lips ? The early morning rose would wither on the branch if it could feel envy .,happiness,inform,green,4258,Attitude_Emotion
3,"Yes , quite a bit . How about a game sometime ?",no_emotion,directive,green,4840,Relationship
4,"Yes , the mass media has wider influence . One of my classmates works in an advertisement company . I can get help and inspiration from him . And we can also try some less expensive approaches of advertising , such as on-line sales . Personally , I prefer to the on-line sales , for it is cheaper , faster and wider . __eou__",no_emotion,commissive,green,10615,Work
2,"Okay , I'll ask Bob to cover it .",no_emotion,directive,green,10463,Work
2,Why not go and see a doctor ?,no_emotion,question,green,4241,Attitude_Emotion
1,"Yeah , why not ? We haven't been out for dinner for quite a long time . A new French restaurant has just opened in our neighborhood . We can go there .",happiness,commissive,green,4831,Relationship
6,"If you take a 75 % position in the venture , we would take a back seat to you . __eou__",no_emotion,directive,green,10489,Work
3,Let me handle it . __eou__,no_emotion,commissive,green,10439,Work
1,Yes . I'd like to swap some of my peanuts for your chips .,happiness,commissive,green,4877,Relationship
4,"You know that everybody notices how beautiful you are , don't you ?",happiness,inform,green,4264,Attitude_Emotion
1,"Okay , let's call it a day . __eou__",no_emotion,commissive,green,10468,Work
5,How about going for a walk instead of sitting on the sofa reading the newspaper after dinner every night ?,no_emotion,directive,green,4171,Attitude_Emotion
0,"Mary , be calm .",no_emotion,directive,green,4257,Attitude_Emotion
7,"I know , I know.Have you got a portable radio ? You can listen to the news and get healthy at the same time .",no_emotion,directive,green,4171,Attitude_Emotion
11,"With the cabinets taken out , it might be bigger than it looks .",no_emotion,directive,green,10475,Work
2,We should have a word with him .,no_emotion,directive,green,10439,Work
3,Would you like to come and have dinner with us on Friday ?,no_emotion,directive,green,4850,Relationship
1,"Thomas , if I could write with the beauty in her eyes , I was born to look in them and know myself .",happiness,inform,green,4258,Attitude_Emotion
0,"Linda , it's really late . Let's call it a day .",no_emotion,directive,green,10479,Work
0,Can you imagine a boat letting in the river ?,no_emotion,question,green,4236,Attitude_Emotion
6,OK ... OK ... Anyway . I will treat you as my best friend . I hope you can do the same .,no_emotion,inform,green,4257,Attitude_Emotion
5,"I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything .",no_emotion,inform,green,4251,Attitude_Emotion
8,"That ’ s all right . We will pay you 4 , 000 yuan a month for supporting your family . Would you like to start on next Monday ?",no_emotion,commissive,green,10619,Work
13,"I have a flashlight in my closet . If you want to use that to read , you can . __eou__",no_emotion,inform,green,4251,Attitude_Emotion
0,What do you think of his behaviour yesterday ?,no_emotion,question,green,4228,Attitude_Emotion
3,"Okay , I'll get Bob to cover you . __eou__",no_emotion,commissive,green,10466,Work
12,Can you drive me ? I will go to Ann's house . It isn't far . I can call the theater guild from there and give them her number.She will let us wait in her living room .,no_emotion,directive,green,4247,Attitude_Emotion
2,"No , Miss Anna , you must let me say how lovely you are ! What's wrong with that ?",happiness,inform,green,4264,Attitude_Emotion
13,"Of course , such as Alabama , which is a famous website .",no_emotion,commissive,green,10483,Work
5,Why don ’ t we go together ? I can show you around . I think you ’ ll have a better time .,happiness,directive,green,4878,Relationship
